,tweets,label,agreement
199,if i take my kids to the playground amp they get the measles because another parent wont get their kids vaccinated im busting heads,1.0,1.0
200,sb enroll providing immunity from civil and criminal liability to certain health care providers for performi,0.0,0.6666666666666666
201,gov christie parents should have some choice on whether or not to vaccinate their kids,0.0,0.6666666666666666
202,love is like the measles we all have to go through it also like the measles we take it only once goodnight,0.0,1.0
203,father of boy with leukemia asks california school officials to bar unvaccinated students,1.0,0.6666666666666666
204,and yes ill take my vaccines amp please keep ur unvaccinated kids away from mine go live in ur paranoiafilled cave,1.0,0.6666666666666666
205,simple vaccinate your kids the end,1.0,1.0
206,new measles cases confirmed in san mateo and marin counties,0.0,1.0
207,dr nicole bates imagine global health policy as a system,1.0,1.0
208,yas the argument for it not being medically necessary to vaccinate a child relies solely on everyone else vaccinating theirs,1.0,0.6666666666666666
209,pete carroll you just blew the super bowl what are you going to do now im going to disneyland and catch the measles,0.0,1.0
210,outbreak spreads to lower east side,0.0,1.0
211,california lawmakers aim to limit vaccine exemptions,1.0,1.0
212,how do we get full disclosure as to measles kids whereabouts for the past weeks,0.0,0.6666666666666666
213,had a fuckn ball wit n the whole mmr team i hate to leave but i got to go until next time im out,0.0,1.0
214,i survived amp now have a lifetime of natural immunity,0.0,1.0
215,measles outbreak in az monitored locally health workers in colorado are monitoring developments in arizona after,0.0,0.6666666666666666
216,autism family losing our home click to donate via vaccine injury,0.0,0.6666666666666666
217,taylees getting her second round of immunizations today i feel so bad for my baby avera mcgreevy clinic west,1.0,0.6666666666666666
218,of vaccines contain aluminum what conditions are associated with aluminum exposure,-1.0,1.0
219,jenny mccarthy gets crucified on twitter over antivaccination beliefs get your kids vaccinated,1.0,0.6666666666666666
220,parts of africa have more people vaccinated for measles than the us does,0.0,0.6666666666666666
221,vaccinations work and are safe its not a choice when herd immunity fails and people die idiots,1.0,1.0
222,this girls first casserole inside out ohh you turn me stuffed pepper courtesy of mmr,0.0,1.0
223,im at mmr station mount pleasant mi,0.0,1.0
224,what remedies available to citizens if harmed due to site hacking sue the us gov or not sovereign immunity,0.0,1.0
225,childrens museum of houston to offer free vaccinations,1.0,0.6666666666666666
226,case of measles suspected in baltimore county child baltimore county child is tested for measles after visiting,0.0,1.0
227,so apparently the nasal spray live culture flu vaccination isnt going to work out for desmond he keeps throwing up poor baby,-1.0,0.3333333333333333
228,something about the super bowl katy perry and vaccinations katy perry was giving children vaccines at halftime idk i stay relevant,0.0,1.0
229,scientist recalls the outbreak when angelenos caught measles a disease researcher who worked,0.0,1.0
230,im at emos for death from above and the vaccines red river st at e th st austin w others,0.0,1.0
231,watch volunteers are risking their lives to vaccinate children in areas held by isis,1.0,1.0
232,im totally going to disneyland ive had my measles vaccination and the lines will be shorter,1.0,1.0
233,jesus didnt vaccinate so neither will my kids is the dumbest thing ive ever heard,1.0,1.0
234,if you are against vaccinations i hope you get measles,1.0,1.0
235,since im a diabetic and a heart patient do i need to take the measles vaccine,0.0,0.6666666666666666
236,cdc coverage national immunization survey infographic vaccines,0.0,1.0
237,my poor baby is getting his vaccines today home sweet home,1.0,1.0
238,and most flu vaccine have small amounts of mercury which is bad for you you can build your immune system by a healthy lifestyle,-1.0,0.6666666666666666
239,vaccinations must be a requirement there are many infants who can not be vaccinated r u guys willing to risk their lifes,1.0,1.0
240,vaccine is safe effective amp not just for kids need a booster,1.0,1.0
241,amnews new forms of vaccines offer promising results an even more recent type of vaccine uses a harmless virus,0.0,0.6666666666666666
242,its troubling hearing about parents who wont vaccinate their children,1.0,1.0
243,everything at the home of tuesday marjais meet me there w tyratonique host,0.0,1.0
244,seriously people get your kids vaccinated like i will never understand people that are against it the benefits out way the risks wayy more,1.0,1.0
245,an issue so important to me vaccinate your children takes the stage at,1.0,1.0
246,finally getting my immunization records for school,1.0,0.6666666666666666
247,so do the parents that didnt get their kids the measles vaccination take them to the hospital when they get it,1.0,0.6666666666666666
248,nothing pisses me off more than young mothers who know nothing about microbiology or immunology refusing to vaccinate their child,1.0,1.0
249,all you parents not vaccinating your kids feel free to just walk off the edge of the earth,1.0,1.0
250,things to know about san diegos measles outbreak,0.0,1.0
251,measles outbreak bc ignorant parents refuse vax for kids action is reqd for cdc not allow any child wo vac attend,1.0,1.0
252,today i was blocked from an autism parent support group in nj for being a vocal parent proponent of vaccination,0.0,0.6666666666666666
253,bottom line is vaccinate your children guys,1.0,1.0
254,my grandsons pediatrician acknowledged his vaccine injuries amp provided a waiver voluntarily that he not receive any more vaccines,-1.0,1.0
255,i say we do misting fly over neighborhoodsamp mist vaccinations while kids are outside ie playground ampbus stops,0.0,0.6666666666666666
256,if you dont vaccinate your kids youre an uneducated dumbass as a parent and deserve to be charged with child abuse,1.0,1.0
257,passed my chex exams got vaccinated amp tested i cant wait to get my uniformamp get placed again,1.0,1.0
258,allow me to interrupt rq vaccines in no way shape or form are related to autism,1.0,1.0
259,sb passed meningococcal diseasepupils to be immunized against at recommended age,0.0,0.6666666666666666
260,hah ha ha fucking vaccinate your children,1.0,0.6666666666666666
261,miners fight is on the field pregame is being learned fast,0.0,1.0
262,measles outbreak centered at disneyland may be declared over friday the measles outbreak that started in,0.0,1.0
263,stuffconz fear grows of outbreak medical authorities fear a measles outbreak could spread to hundreds m,1.0,0.6666666666666666
264,yup and the sky is still blue icymi vaccines clearedagainin risk debate,1.0,1.0
265,im at mmr station weidman mi,0.0,1.0
266,only of people in disneyland measles outbreak were unvaccinated but its their fault claims propaganda,-1.0,0.6666666666666666
267,un stops syria vaccine campaign after children die,-1.0,0.6666666666666666
268,jijijiji no mmr acabo de ver tus tweets apenas and no,0.0,1.0
269,tarrant county confirms another measles case tarrant county another measles case has,0.0,1.0
270,flu shots have never been proven to protect you from getting the flu the vaccine company uses it as a scare tactic,-1.0,0.6666666666666666
271,dont act surprised gtyikes thousands of bart commuters may have been exposed to measles,1.0,0.6666666666666666
272,rtuser study finds no link between immunizations and autism,1.0,1.0
273,the epa knows and the ppm fluoride killed over million babies last yr with the toxic mix of fluoride and vaccines whistleblow,-1.0,1.0
274,reminder to work on health rightexercisevaccines protect others when sick,1.0,0.6666666666666666
275,jim i think the most worthy opponent of you is you dwight that is correct unless there happen to be measles present,0.0,1.0
276,maybe she woke up with measles,0.0,1.0
277,one was a mangeridden raccoon apparently w other diseases causing hair loss wild animals dont have the mange immunity,0.0,1.0
278,one of the countries where children missed their vaccinations in tetanus one of them,1.0,1.0
279,now they got a measles outbreak been at disney land,0.0,1.0
280,million pledges to vaccinate world kids britain norway united states,1.0,0.6666666666666666
281,why is there an actual debate on vaccinating your kids its a nobrainer like calling running plays from the halfyard line,1.0,1.0
282,measles mumps novella,0.0,1.0
283,our yrold son has autism and i would amp did absolutely have him vaccinatedhis life is worth being healthy for,1.0,1.0
284,vaccines do not cause autism,1.0,0.6666666666666666
285,if someone got the measles from the vaccine is there any chance of it recurring poor kid got ear infection too,-1.0,0.3333333333333333
286,vaccines important to health but need to be affordable for better access and implementation,1.0,1.0
287,if previously vaccinated peoples antibodies are so low they can now get the disease as adults not good,0.0,0.6666666666666666
288,health district offers nocost immunizations for uninsured children the southern nevada health district if,1.0,0.6666666666666666
289,the saddest part is you dont keep your crazy to yourself my son is autistic fheads like you insult him with your idiocy,1.0,0.6666666666666666
290,the power of truth rally years later trace amounts documentary,-1.0,0.6666666666666666
291,vaccines can give children the opportunity to live to their full potential,1.0,1.0
292,cancer vaccine proven safe,1.0,1.0
293,me and da homie posted club illusions,0.0,1.0
294,california measles outbreak grows,0.0,1.0
295,rtuser what can parents doctors and politici do to stop measles and whooping cough outbreaks,1.0,0.6666666666666666
296,if you refuse to vaccinate your kid because you think it increases the risk of developing autism you are really dumb for real,1.0,1.0
297,turesday psa cdc says soap watergt running watergt hand sanitizer for preventing spread of disease wash yo handz and get yo vaccines,1.0,0.6666666666666666
298,what if the measles are in the churro cart,0.0,0.6666666666666666
299,todaylouis pasteur successfully tested his antirabies vaccine on the child who later became pasteur institute director,1.0,0.6666666666666666
300,she too geeked she about to start school unity,0.0,0.6666666666666666
301,guess who got their shot early because cautious,0.0,0.6666666666666666
302,or not vaccinate his kids but doesnt want others to have them,0.0,0.6666666666666666
303,how are the putting other kids at risk if theyre vaccinated dont fall for the propaganda,-1.0,0.6666666666666666
304,two of those things arent even viruses how on earth would you vaccinate against autism that makes no sense,0.0,0.6666666666666666
305,two new cases of measles hit city two new cases of measles have been reported in the city raising the total,0.0,1.0
306,on average people who complain live longer releasing this tension increases immunity and boosts their health,0.0,1.0
307,parents you must vaccination your children,1.0,1.0
308,the outbreak is spreading amp has reignited the vaccine debate which side are you on its really a no brainervaccinate,1.0,0.6666666666666666
309,help please rt happymothering doctors change names of diseases when vaccines do not work via,-1.0,0.6666666666666666
310,just choked on the sip of soda i drank some woman shoved me and told me to stop spreading measles thanks antivaccers,1.0,0.6666666666666666
311,ebola vaccine trials set to begin in september officials at the world health organization said that the first,0.0,0.6666666666666666
312,historical amp scientific critique of the theory that vaccines prevent amp lowered disease rates,-1.0,0.6666666666666666
313,i figured with all these crazy antiscience people running around unvaccinated it was time for an mmr,1.0,1.0
314,home and safe from mmr best ever well if you didnt go how would you know,0.0,1.0
315,baby girl got more immunizations today,1.0,0.6666666666666666
316,aids n why patients with hiv may need additional mmr immunization,0.0,1.0
317,we vaccinate to prevent death not for convenience,1.0,1.0
318,rt if unvaccinated youre about k times more likely to die from than win at powerball,1.0,1.0
319,elb combo vaccine causes autism my son elijah who was taken from me out of state by my wife has been diagnosed with autism likel,-1.0,1.0
320,experts emphasize vaccination as measles cases spread,0.0,0.6666666666666666
321,all ages from all places working together to save children,1.0,1.0
322,arizona and pinal county health officials confirm eight more cases of measles total of cases confirmed,0.0,1.0
323,the all mighty mmr music money records,0.0,1.0
324,its cuz the same time in the s the law passed all school age kidsprego womenn infants b mandatory vaccinescoincidence nope,-1.0,0.3333333333333333
325,like can you imagine being of those children coming home from a great time disney only to get the measles like dude wtf,0.0,1.0
326,go away my kids are all vaccinated try approaching people nicely and they might care about what you have to say,1.0,1.0
327,measles outbreak what you need to know,0.0,1.0
328,aaaaaaaand thats why theyre not called autism vaccines,0.0,0.6666666666666666
329,more flu deaths in cuyahoga cty vaccineseasy get amp free those in straights freegtgt chip medicaid amp medicare,1.0,1.0
330,cdc now admitting to omitting vaccine study data showing increased risk of autism,-1.0,0.6666666666666666
331,being fake is like dying of a slow death wit no vaccine being real is eternal and healthy which dose have you taken today,0.0,0.6666666666666666
332,spare me vaccines are necessary and should be required,1.0,1.0
333,something i dont get even if vaccines did cause autism which they dont how would not vaccinating ever be a preferable option,1.0,0.6666666666666666
334,im a survivor of chicken pox measles amp mumps as are my sisters,0.0,1.0
335,before yall start thinkin some crazy its just a vaccination shot for chicken pox measles or some shit,0.0,0.6666666666666666
336,esp when mercury free vaccines are available,1.0,0.6666666666666666
337,ohio measles outbreak is biggest in us since,0.0,1.0
338,get your fucking baby vaccinated damn,1.0,1.0
339,yes but we have chosen a delayed schedule are your kids why or why not tweet your thoughtsquestions,0.0,0.6666666666666666
340,teaching kiddos how to stay healthy this winter with this immuniteaclove and cinnamon make,0.0,0.6666666666666666
341,unfortunately the only way ppl r going realize vaccines r necessary is if children amp adults start dying from preventable diseases again,1.0,1.0
342,make sure everybody gets vaccinated and checked up when i have money to spread awareness of disease and cancer,1.0,1.0
343,thats why i always carry a raincoatsometimes a measles umbrella just wont cut it hope everything works out,0.0,0.6666666666666666
344,autism vaccines,-1.0,1.0
345,vaccine injury compensation programs,-1.0,0.6666666666666666
346,too bad repubs cut cut cut the budget cdc most likely would have had a vaccine for ebola by now,1.0,0.6666666666666666
347,health district possible measles cases reported near reno,0.0,1.0
348,whoever own the ebola vaccine is going to make a lot of money amp they can give all the thanks to the cdc,0.0,1.0
349,aids n children with hiv often lack measles immunity up to half of children infected with hiv at birth dont,0.0,0.6666666666666666
350,how are mississippi and west virginia the only two states that dont allow nonmedical vaccination exemption,-1.0,0.3333333333333333
351,people freaking out about an ebola patient coming to unmc i worry for you you should be more afraid of parents not vaccinating their kids,1.0,1.0
352,excited about mmr bbq today its going to freaking awesome if your going then ill see you there,0.0,1.0
353,political support crucial to reach the fifth child with vaccines,0.0,0.6666666666666666
354,we live in a world where people just dont vaccinate their kids amp we seriously debate if thats ok just take that in,1.0,1.0
355,aids n too many cooks might be the elusive secret ingredient for an hiv vaccine its estimated close to,1.0,0.6666666666666666
356,i think disneyland started from newlyvaccinated workersno news report has dispelled my theory,-1.0,0.3333333333333333
357,vaccinate your freaking kids,1.0,1.0
358,ridiculous that they even let those kids in the school i dont want them exposing my kid who is vaccinated to kids who arent,1.0,0.6666666666666666
